,o_id,item1_img_path,item2_img_path,occasion,item1_category,item2_category
3358,1545,Amazon/images/41R5MpcW4PL.jpg,Amazon/images/31N0bKOOhAL.jpg,3,5,10
3365,2737,Amazon/images/41kCSfRaJRL.jpg,Amazon/images/41c0BzUWxyL.jpg,3,5,10
3378,4167,Amazon/images/41BBcY%2BFX3L.jpg,Amazon/images/41NXceFkwCL.jpg,3,5,8
3381,6858,Amazon/images/41irGrNLwlL.jpg,Amazon/images/419cD9L3QiL.jpg,2,11,10
3405,9925,Amazon/images/41DRzv56TSL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
3412,9529,Amazon/images/41vVT-xmKTL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,3,10
3413,6872,Amazon/images/41syJfxsXpL.jpg,Amazon/images/41E7EhoW9uL.jpg,2,11,10
3436,9002,Amazon/images/41yVJrPVOtL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
3437,8551,Amazon/images/41WS%2B-v0BbL.jpg,Amazon/images/51oSaj2BUCL.jpg,3,5,10
3453,9535,Amazon/images/41ovUIbFtML.jpg,Amazon/images/41pBNiokb-L.jpg,3,5,10
3458,3044,Amazon/images/41w5hcB3h%2BL.jpg,Amazon/images/415SkJQDjTL.jpg,3,5,8
3462,7020,Amazon/images/410MQJ1qofL.jpg,Amazon/images/41NzHlC46kL.jpg,6,5,10
3465,334,Amazon/images/41rI0A5Si7L.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
3467,7538,Amazon/images/516bpk3i-kL.jpg,Amazon/images/41NzHlC46kL.jpg,6,5,10
3470,8291,Amazon/images/41Pfe2jqdnL.jpg,Amazon/images/41I7RXxeHuL.jpg,3,5,8
3471,8559,Amazon/images/41hqb1AfIVL.jpg,Amazon/images/31Em3tKfKaL.jpg,3,5,8
3472,7968,Amazon/images/51fDZkmHaDL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,11,10
3490,8772,Amazon/images/41syJfxsXpL.jpg,Amazon/images/41FQKH53N%2BL.jpg,2,11,10
3511,9310,Amazon/images/41iP1s47DkL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
3521,10673,Amazon/images/41DpDyrIAQL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
3523,10232,Amazon/images/41klkOqK0wL.jpg,Amazon/images/41s8GP6bQkL.jpg,3,5,8
3537,5229,Amazon/images/41pQSp%2Bb4wL.jpg,Amazon/images/41rqNiRIgdL.jpg,3,5,10
3545,8089,Amazon/images/41OS1hVUxNL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
3550,10701,Amazon/images/41yVJrPVOtL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
3569,7794,Amazon/images/41bmHRUbZuL.jpg,Amazon/images/41NzHlC46kL.jpg,3,5,10
3575,8421,Amazon/images/41eTW0NAsQL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,4,10
3576,8497,Amazon/images/51zCG%2Bv6KGL.jpg,Amazon/images/415uEMF9eZL.jpg,3,5,10
3586,2916,Amazon/images/41J%2BkFEtWOL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
3591,10608,Amazon/images/513t9i7m%2BWL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,3,10
3618,8138,Amazon/images/416S6YyFSpL.jpg,Amazon/images/41FQKH53N%2BL.jpg,2,4,10
3624,7640,Amazon/images/41M6K6f4kEL.jpg,Amazon/images/41p47ZjpPtL.jpg,2,4,8
3625,6751,Amazon/images/41qOU0f6-mL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,2,11,10
3632,2658,Amazon/images/41Pix4kPJ6L.jpg,Amazon/images/419cD9L3QiL.jpg,2,11,10
3661,10237,Amazon/images/41sAw3PvhGL.jpg,Amazon/images/41m0FgksT1L.jpg,2,5,10
3673,9222,Amazon/images/41U59tdamoL.jpg,Amazon/images/41QDfkfHEkL.jpg,6,5,10
3678,6583,Amazon/images/41TmRklDs4L.jpg,Amazon/images/41n39srVFAL.jpg,2,4,10
3679,1555,Amazon/images/41%2B%2B%2BNtU6-L.jpg,Amazon/images/411tFNX%2B51L.jpg,2,11,10
3689,8509,Amazon/images/41sAw3PvhGL.jpg,Amazon/images/410VZ73tEnL.jpg,3,5,10
3712,7013,Amazon/images/51dLqJS5PPL.jpg,Amazon/images/313ahyptqUL.jpg,"2,3",5,8
3728,10352,Amazon/images/41Vqti6rkPL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
3730,8964,Amazon/images/31yEyzzEufL.jpg,Amazon/images/415uEMF9eZL.jpg,2,11,10
3733,242,Amazon/images/41Bb2DS7phL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
3738,6933,Amazon/images/41AIQOYupfL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
3739,10716,Amazon/images/51ucA1I9nKL.jpg,Amazon/images/41s8GP6bQkL.jpg,3,5,8
3758,7874,Amazon/images/41yGMAnY0BL.jpg,Amazon/images/41YSHdiROIL.jpg,2,3,10
3761,10603,Amazon/images/412EHiqdM0L.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
3768,7773,Amazon/images/41BC4w6l6JL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
3778,7154,Amazon/images/41hgu%2BO6sNL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
3779,6677,Amazon/images/41lfyfjsDfL.jpg,Amazon/images/41HdicjYxPL.jpg,2,4,10
3786,6335,Amazon/images/415zJ7JUZDL.jpg,Amazon/images/419cD9L3QiL.jpg,2,3,10
3788,7844,Amazon/images/41sMWX0DJJL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,3,10
3800,10520,Amazon/images/414G9XYAtsL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
3801,9402,Amazon/images/41-FdbQNPCL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,4,10
3804,7399,Amazon/images/41m5MzSk9YL.jpg,Amazon/images/41pBNiokb-L.jpg,3,5,10
3819,8699,Amazon/images/41m5kC42wyL.jpg,Amazon/images/4141zCkh5cL.jpg,2,4,8
3820,5333,Amazon/images/413ZMQhB9oL.jpg,Amazon/images/41WS2UdCGXL.jpg,3,5,8
3822,9482,Amazon/images/41SLyDsR47L.jpg,Amazon/images/41JXOlOAXHL.jpg,2,4,10
3833,6834,Amazon/images/41SNlP68CpL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
3851,5082,Amazon/images/41Om2eVFyDL.jpg,Amazon/images/41PKgzpBBBL.jpg,"6,3",5,10
3862,11061,Amazon/images/414q45TB7KL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
3863,6636,Amazon/images/41dQ4lCWK5L.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
3866,11806,Amazon/images/41qGEff%2BDfL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
3869,6008,Amazon/images/41MnvaurJvL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
3879,11496,Amazon/images/41%2BtxigR1PL.jpg,Amazon/images/41mWOI0DW0L.jpg,2,11,10
3880,6868,Amazon/images/418BSj2sbCL.jpg,Amazon/images/41tcYHChHoL.jpg,2,4,10
3891,7356,Amazon/images/51Y6OyQ03KL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,4,10
3893,8744,Amazon/images/51QMdfT9pfL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
3896,11170,Amazon/images/41%2BCnmtXZgL.jpg,Amazon/images/41Ca1HdjwwL.jpg,3,5,8
3898,8431,Amazon/images/41xE6VUM4DL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,11,10
3908,9410,Amazon/images/41ldeXOAzkL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
3912,10530,Amazon/images/412HpB7F3xL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,4,10
3982,5855,Amazon/images/41jUMvbOAXL.jpg,Amazon/images/41PKgzpBBBL.jpg,2,11,10
3983,5360,Amazon/images/41VO24%2Byt6L.jpg,Amazon/images/41NzHlC46kL.jpg,2,4,10
3986,6047,Amazon/images/41xuZV4rPvL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
3988,11323,Amazon/images/416SWoyodqL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
3993,11127,Amazon/images/51JKeE%2BVeOL.jpg,Amazon/images/41EZG-uOGfL.jpg,3,5,10
3995,6384,Amazon/images/51xpSEeGD4L.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,4,10
3997,11033,Amazon/images/61JtOwy90dL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
3998,10484,Amazon/images/410MQJ1qofL.jpg,Amazon/images/41s8GP6bQkL.jpg,3,5,8
4019,2288,Amazon/images/518s3bv9OAL.jpg,Amazon/images/41c0BzUWxyL.jpg,3,5,10
4021,11945,Amazon/images/41S4BfBdyVL.jpg,Amazon/images/51X6A29hWhL.jpg,3,5,10
4028,8893,Amazon/images/515SKy-yNfL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
4037,6631,Amazon/images/519DfVaPwWL.jpg,Amazon/images/41E7EhoW9uL.jpg,3,5,10
4045,9891,Amazon/images/51Vg2aYz2rL.jpg,Amazon/images/41JXOlOAXHL.jpg,6,5,10
4055,6700,Amazon/images/41tlybQUO-L.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
4065,10527,Amazon/images/411gIcCVcIL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
4076,6579,Amazon/images/51FVNZ6JbBL.jpg,Amazon/images/4162-T9AazL.jpg,2,4,8
4081,6076,Amazon/images/51xj0M7n8DL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
4086,11880,Amazon/images/41viJwdVDWL.jpg,Amazon/images/41mWOI0DW0L.jpg,2,4,10
4090,11846,Amazon/images/41bA8IDbbWL.jpg,Amazon/images/41n39srVFAL.jpg,2,4,10
4095,10481,Amazon/images/51rlmOosMRL.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,11,10
4097,10234,Amazon/images/41E-kLHZOpL.jpg,Amazon/images/41c0BzUWxyL.jpg,6,5,10
4108,6226,Amazon/images/51u1-CyCzQL.jpg,Amazon/images/41E7EhoW9uL.jpg,6,5,10
4114,6766,Amazon/images/41eu95z1H5L.jpg,Amazon/images/41E7EhoW9uL.jpg,2,4,10
4119,6975,Amazon/images/41gBGqOruoL.jpg,Amazon/images/419cD9L3QiL.jpg,2,4,10
4122,6513,Amazon/images/413Xbj4EdfL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
4167,8868,Amazon/images/41dqnhlFOdL.jpg,Amazon/images/413YvtgV2FL.jpg,3,5,10
4171,8718,Amazon/images/515SgT81d2L.jpg,Amazon/images/31gN%2BxtNdoL.jpg,3,5,10
4184,4235,Amazon/images/41sU-YZAGIL.jpg,Amazon/images/419gCnFEHvL.jpg,3,5,10
4186,11855,Amazon/images/41mkJPlLRlL.jpg,Amazon/images/41maYFVBeeL.jpg,3,5,10
4193,10135,Amazon/images/41mdE%2B4crjL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,3,10
4199,6920,Amazon/images/41iyUEOHMrL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
4202,8924,Amazon/images/41soxh4XjvL.jpg,Amazon/images/51oSaj2BUCL.jpg,2,5,10
4210,11221,Amazon/images/41OWRcGTytL.jpg,Amazon/images/41Ca1HdjwwL.jpg,3,5,8
4212,6935,Amazon/images/415ineIxeSL.jpg,Amazon/images/41nhrpbqcLL.jpg,2,3,10
4216,8250,Amazon/images/410FdEqrIvL.jpg,Amazon/images/41czTuLOQvL.jpg,3,5,10
4218,9268,Amazon/images/51WqkwwcOfL.jpg,Amazon/images/41pBNiokb-L.jpg,3,5,10
4222,10217,Amazon/images/41nY4BXtXsL.jpg,Amazon/images/41maYFVBeeL.jpg,3,5,10
4223,10601,Amazon/images/41SVKxjO7gL.jpg,Amazon/images/41gWT1dZDhL.jpg,2,11,8
4229,11925,Amazon/images/41O0vDalINL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
4230,6128,Amazon/images/51br0-RwIhL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
4233,10580,Amazon/images/51xj0M7n8DL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
4235,11871,Amazon/images/41syJfxsXpL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
4240,8334,Amazon/images/412romQv87L.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
4243,8932,Amazon/images/41ldeXOAzkL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
4246,6638,Amazon/images/41qHMyHJj0L.jpg,Amazon/images/41E7EhoW9uL.jpg,2,4,10
4254,6654,Amazon/images/41shSzzbDnL.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,3,10
4255,8894,Amazon/images/419H4vZUa4L.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
4269,9890,Amazon/images/4116YET-7dL.jpg,Amazon/images/41JXOlOAXHL.jpg,3,5,10
4271,10872,Amazon/images/41AIQOYupfL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
4272,6914,Amazon/images/41F13YsRGCL.jpg,Amazon/images/31Ll0TNLC6L.jpg,3,5,10
4274,8275,Amazon/images/41zLEiXkzBL.jpg,Amazon/images/41czTuLOQvL.jpg,2,11,10
4279,7131,Amazon/images/41EylJ4-gYL.jpg,Amazon/images/41p47ZjpPtL.jpg,2,3,8
4282,11360,Amazon/images/41QmzryXw0L.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
4283,7241,Amazon/images/4177ezpDfZL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
4284,8783,Amazon/images/51c2NV0E6pL.jpg,Amazon/images/41MByOHbsBL.jpg,3,5,10
4286,8219,Amazon/images/517phA%2BjzpL.jpg,Amazon/images/41PEyVgOtiL.jpg,3,5,1
4291,8076,Amazon/images/41eu95z1H5L.jpg,Amazon/images/31Em3tKfKaL.jpg,2,4,8
4297,8026,Amazon/images/41k7eqx6vLL.jpg,Amazon/images/41FQKH53N%2BL.jpg,6,5,10
4306,8372,Amazon/images/41wMp4856gL.jpg,Amazon/images/413YvtgV2FL.jpg,3,5,10
4307,7027,Amazon/images/41yuMPvbnIL.jpg,Amazon/images/41lgdSTtR0L.jpg,3,5,10
4310,9265,Amazon/images/41WS%2B-v0BbL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
4311,11701,Amazon/images/41H-58mJ3lL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,11,10
4313,6892,Amazon/images/41MOfObzduL.jpg,Amazon/images/41nhrpbqcLL.jpg,2,11,10
4327,9215,Amazon/images/41j08qUWBoL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,3,5,1
4334,6126,Amazon/images/51nLIHYzgyL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
4339,6298,Amazon/images/41jrg3MqNvL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,5,10
4341,9367,Amazon/images/41tPxiqQJWL.jpg,Amazon/images/41pBNiokb-L.jpg,2,4,10
4349,10570,Amazon/images/416Je7twzmL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
4355,7899,Amazon/images/41soxh4XjvL.jpg,Amazon/images/41HbOiyS4jL.jpg,2,5,10
4356,6174,Amazon/images/412YAZ9jJPL.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,4,10
4362,6472,Amazon/images/41IGHu3OUuL.jpg,Amazon/images/41Z2OsRDqCL.jpg,2,4,8
4368,6018,Amazon/images/51frMcppt6L.jpg,Amazon/images/41nhrpbqcLL.jpg,3,5,10
4373,8619,Amazon/images/41ov%2BboFo1L.jpg,Amazon/images/41czTuLOQvL.jpg,3,5,10
4375,6159,Amazon/images/51Y6OyQ03KL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,4,10
4383,9686,Amazon/images/41Rk5U3sXmL.jpg,Amazon/images/419gCnFEHvL.jpg,2,5,10
4387,11934,Amazon/images/41sAw3PvhGL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
4390,10790,Amazon/images/41Ydm0qx6yL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
4392,2186,Amazon/images/41iuKtlkqtL.jpg,Amazon/images/41Ww5lQOsrL.jpg,"2,3",5,10
4398,9056,Amazon/images/41hwdZwRHWL.jpg,Amazon/images/419gCnFEHvL.jpg,2,11,10
4403,8756,Amazon/images/41mKn5nSQ-L.jpg,Amazon/images/415uEMF9eZL.jpg,2,4,10
4404,653,Amazon/images/41CJ2MOswaL.jpg,Amazon/images/417B6s8tM5L.jpg,2,11,10
4407,7200,Amazon/images/41o9lngh5GL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
4410,10172,Amazon/images/418MTAFAg%2BL.jpg,Amazon/images/41maYFVBeeL.jpg,2,4,10
4413,8468,Amazon/images/413iVgXr1nL.jpg,Amazon/images/410VZ73tEnL.jpg,3,5,10
4417,2303,Amazon/images/41RC1RuuRiL.jpg,Amazon/images/41E63AFImSL.jpg,3,5,8
4419,6337,Amazon/images/41ldeXOAzkL.jpg,Amazon/images/31Ll0TNLC6L.jpg,3,5,10
4422,8164,Amazon/images/51nOTgg0OZL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,11,10
4427,6208,Amazon/images/51KUW4XKW-L.jpg,Amazon/images/41E7EhoW9uL.jpg,3,5,10
4435,9391,Amazon/images/41tbWNTCOeL.jpg,Amazon/images/41l0dGkIbDL.jpg,3,5,10
4444,9196,Amazon/images/41uGCTzxVvL.jpg,Amazon/images/41JXOlOAXHL.jpg,2,4,10
4451,7836,Amazon/images/51Qfn-FO12L.jpg,Amazon/images/41QUqtDNIkL.jpg,2,11,10
4453,4233,Amazon/images/414bLUg6pdL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
4454,8597,Amazon/images/41SNlP68CpL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
4455,8568,Amazon/images/51ZDnbhIszL.jpg,Amazon/images/51oSaj2BUCL.jpg,2,4,10
4459,8959,Amazon/images/41MV1l1ljvL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
4463,6072,Amazon/images/41phWs%2BXTTL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,5,1
4464,7055,Amazon/images/41vKpAJ0ypL.jpg,Amazon/images/41QUqtDNIkL.jpg,3,5,10
4465,7514,Amazon/images/41o%2BDoT-xZL.jpg,Amazon/images/41lgdSTtR0L.jpg,3,5,10
4471,9179,Amazon/images/415zJ7JUZDL.jpg,Amazon/images/41m0FgksT1L.jpg,2,3,10
4474,10437,Amazon/images/412romQv87L.jpg,Amazon/images/41YSHdiROIL.jpg,3,5,10
4475,6995,Amazon/images/41M6K6f4kEL.jpg,Amazon/images/41m0FgksT1L.jpg,2,4,10
4487,8036,Amazon/images/412YAZ9jJPL.jpg,Amazon/images/41MByOHbsBL.jpg,2,4,10
4495,8521,Amazon/images/51gCv0gShIL.jpg,Amazon/images/41MByOHbsBL.jpg,3,5,10
4502,8824,Amazon/images/41CiVlmKmHL.jpg,Amazon/images/413YvtgV2FL.jpg,3,5,10
4503,9079,Amazon/images/41ov%2BboFo1L.jpg,Amazon/images/41QDfkfHEkL.jpg,3,5,10
4505,8475,Amazon/images/41%2BjS9aED4L.jpg,Amazon/images/414vK-PXiuL.jpg,"2,3",5,10
4509,6250,Amazon/images/410KLoxpX%2BL.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
4513,11351,Amazon/images/410nzioXODL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
4517,225,Amazon/images/41lRFMl7qdL.jpg,Amazon/images/41FQKH53N%2BL.jpg,2,11,10
4526,11272,Amazon/images/41thhHO72pL.jpg,Amazon/images/41mWOI0DW0L.jpg,2,11,10
4532,239,Amazon/images/41ZkKL5M5LL.jpg,Amazon/images/41AjHrVLTtL.jpg,2,11,10
4534,10254,Amazon/images/41Or43em0IL.jpg,Amazon/images/41c3NSTRZuL.jpg,2,11,10
4539,10001,Amazon/images/51frMcppt6L.jpg,Amazon/images/41tcYHChHoL.jpg,3,5,10
4547,10708,Amazon/images/5121aVIlkwL.jpg,Amazon/images/414vK-PXiuL.jpg,2,3,10
4555,8206,Amazon/images/41yGMAnY0BL.jpg,Amazon/images/414vK-PXiuL.jpg,2,3,10
4559,10634,Amazon/images/415uU45GntL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
4561,11525,Amazon/images/41dqnhlFOdL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,3,5,10
4566,4858,Amazon/images/41rD1VO1qgL.jpg,Amazon/images/41nIHiljUfL.jpg,3,5,8
4569,11476,Amazon/images/519DfVaPwWL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
4571,247,Amazon/images/41A9Bs9WbZL.jpg,Amazon/images/41AjHrVLTtL.jpg,3,5,10
4573,10170,Amazon/images/41sHnArozBL.jpg,Amazon/images/41c3NSTRZuL.jpg,3,5,10
4576,6490,Amazon/images/41sCcoUN11L.jpg,Amazon/images/41HdicjYxPL.jpg,2,4,10
4579,6065,Amazon/images/41kTw6c-lOL.jpg,Amazon/images/41n39srVFAL.jpg,2,4,10
4586,6023,Amazon/images/41Qzu5%2B82rL.jpg,Amazon/images/41HdicjYxPL.jpg,3,5,10
4587,9949,Amazon/images/41ySAwMGnEL.jpg,Amazon/images/4182ZwGiNXL.jpg,3,5,10
4589,6765,Amazon/images/41901IqNdyL.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,4,10
4600,9452,Amazon/images/41Ydm0qx6yL.jpg,Amazon/images/41JXOlOAXHL.jpg,"6,3",5,10
4604,6657,Amazon/images/4177ezpDfZL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,2,4,10
4607,11238,Amazon/images/41%2BMlcScZxL.jpg,Amazon/images/51X6A29hWhL.jpg,2,4,10
4609,6365,Amazon/images/414ZGlVxP3L.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,4,10
4614,10590,Amazon/images/411-3ej5B1L.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
4616,6119,Amazon/images/51TQGEArHIL.jpg,Amazon/images/41E7EhoW9uL.jpg,2,11,10
4618,6320,Amazon/images/41hvrsZdfRL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,4,1
4630,11276,Amazon/images/41901IqNdyL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,4,10
4631,392,Amazon/images/41%2BuiTnpKOL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,11,10
4633,7747,Amazon/images/41CvMMBrJAL.jpg,Amazon/images/41QUqtDNIkL.jpg,6,5,10
4635,9866,Amazon/images/41a-2xUqPRL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,11,10
4636,6835,Amazon/images/41B08bgEfiL.jpg,Amazon/images/41QDfkfHEkL.jpg,6,5,10
4639,6280,Amazon/images/51dkakjRuwL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
4645,2157,Amazon/images/41ndasO1tHL.jpg,Amazon/images/41m0FgksT1L.jpg,2,11,10
4650,6862,Amazon/images/41oQ8oUkIoL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,4,10
4661,8535,Amazon/images/41f%2BInitmfL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
4662,9322,Amazon/images/41nWlYtiMsL.jpg,Amazon/images/41EF8EMZgML.jpg,"2,3",5,10
4665,10349,Amazon/images/41b%2Ba36X9wL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
4666,6553,Amazon/images/41-Jmhst6cL.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,11,10
4677,8639,Amazon/images/41G%2BROz%2BV9L.jpg,Amazon/images/41MByOHbsBL.jpg,"6,3",5,10
4678,11933,Amazon/images/41PDw6HPk%2BL.jpg,Amazon/images/41maYFVBeeL.jpg,3,5,10
4679,10750,Amazon/images/313p86yqsPL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
4681,11986,Amazon/images/41SLyDsR47L.jpg,Amazon/images/51oSaj2BUCL.jpg,2,4,10
4683,8479,Amazon/images/51s3jGYU7nL.jpg,Amazon/images/41FQKH53N%2BL.jpg,3,5,10
4692,6547,Amazon/images/41DWiUKjYAL.jpg,Amazon/images/41nhrpbqcLL.jpg,2,4,10
4694,2112,Amazon/images/51sy2hBxfrL.jpg,Amazon/images/41c0BzUWxyL.jpg,2,11,10
4696,9606,Amazon/images/41MV1l1ljvL.jpg,Amazon/images/419gCnFEHvL.jpg,6,5,10
4699,7189,Amazon/images/51n8uB2zQZL.jpg,Amazon/images/41YSHdiROIL.jpg,3,5,10
4707,7174,Amazon/images/41YAc0hzToL.jpg,Amazon/images/41iMMCy2RbL.jpg,3,5,10
4708,6258,Amazon/images/51E8lQFlKFL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,4,10
4716,327,Amazon/images/41J%2BkFEtWOL.jpg,Amazon/images/414vK-PXiuL.jpg,"1,6",5,10
4719,697,Amazon/images/41LWUaHEEVL.jpg,Amazon/images/51oSaj2BUCL.jpg,2,4,10
4723,1022,Amazon/images/41QhUr4AqSL.jpg,Amazon/images/41H%2BidCkkVL.jpg,3,5,8
4734,1852,Amazon/images/41A9GJDExuL.jpg,Amazon/images/41H%2BidCkkVL.jpg,2,11,8
4739,2378,Amazon/images/51Q91XvGgBL.jpg,Amazon/images/41rcPSO4aNL.jpg,3,5,8
4740,2603,Amazon/images/41xDfnNfN3L.jpg,Amazon/images/41yqbdgEIeL.jpg,2,11,10
4742,2803,Amazon/images/41YPi%2BXl-PL.jpg,Amazon/images/41tcYHChHoL.jpg,"2,4",11,10
4753,3887,Amazon/images/51uLakNNpqL.jpg,Amazon/images/31ZKv1DIcDL.jpg,3,5,10
4757,3977,Amazon/images/41I%2B6ev39mL.jpg,Amazon/images/41Xxi3bUPvL.jpg,3,5,10
4762,4168,Amazon/images/412SICNjuSL.jpg,Amazon/images/41nIHiljUfL.jpg,3,11,8
4763,4194,Amazon/images/413ZMQhB9oL.jpg,Amazon/images/41SlSsQcv2L.jpg,"2,3",5,1
4766,4435,Amazon/images/41RIt4smw0L.jpg,Amazon/images/41SlSsQcv2L.jpg,2,4,1
4768,4489,Amazon/images/518s3bv9OAL.jpg,Amazon/images/41jK7-wnymL.jpg,3,5,10
4769,4589,Amazon/images/511mwDMGbJL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,5,10
4770,4590,Amazon/images/418NsZsSWuL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
4771,4710,Amazon/images/41q-ZthhoxL.jpg,Amazon/images/41I7RXxeHuL.jpg,3,5,8
4775,4988,Amazon/images/51OmYz6fhtL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,3,10
4781,5303,Amazon/images/41F4FRiozaL.jpg,Amazon/images/41EF8EMZgML.jpg,6,5,10
4788,5938,Amazon/images/41pQSp%2Bb4wL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
4846,17407,Amazon/images/41KekVh5a0L.jpg,Amazon/images/41j5wjiQuQL.jpg,3,5,10
4870,15356,Amazon/images/41roEN8ncbL.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
4882,13212,Amazon/images/41SUd264McL.jpg,Amazon/images/41AjHrVLTtL.jpg,2,11,10
4902,14862,Amazon/images/41y7wJ116TL.jpg,Amazon/images/41EF8EMZgML.jpg,3,5,10
4951,15788,Amazon/images/41tru0P9ZpL.jpg,Amazon/images/411RTZ4a65L.jpg,2,4,6
